min	77422
max	1090558
ignore	77427
ignore	77422
ignore	87056
hap	87051	+	F1FaB	3
hap	87051	+	F1MoC	2
hap	87051	+	F1FaC	2
hap	87706	-	F1MoC	1
hap	87706	-	F1FaB	2
ignore	134079
ignore	163073
ignore	163068
ignore	178822
ignore	193419
ignore	193446
ignore	193410
ignore	271073
ignore	287530
ignore	284944
ignore	284939
ignore	329921
ignore	332099
ignore	348776
hap	376817	+	F1MoA	1
hap	395075	+	F1MoA	1
ignore	416640
ignore	452848
ignore	470848
ignore	549453
ignore	553469
ignore	602307
ignore	632682
ignore	632677
ignore	647279
ignore	647274
ignore	668863
ignore	691481
ignore	694590
ignore	699994
ignore	699209
ignore	699214
ignore	699989
ignore	706168
ignore	708944
ignore	717449
ignore	718093
ignore	840510
ignore	840515
ignore	840524
ignore	840957
hap	846215	+	F1MoA	1
hap	859710	+	F1FaC	1
hap	941289	-	F1FaB	2
ignore	949396
ignore	953563
ignore	957690
ignore	953576
ignore	953581
ignore	957685
ignore	957982
ignore	957987
ignore	964331
ignore	974545
ignore	974547
ignore	982889
ignore	1002005
ignore	1002327
ignore	1005852
ignore	1031207
ignore	1031202
ignore	1040915
ignore	1041368
ignore	1041373
ignore	1042950
ignore	1043894
ignore	1042955
ignore	1072874
ignore	1084209
ignore	1090553
