min	77558
max	640382
ignore	77563
ignore	102196
ignore	110702
ignore	128153
ignore	128148
ignore	131753
ignore	131748
ignore	131924
ignore	131919
ignore	140209
ignore	140214
ignore	140225
hap	155599	+	F1FaC	1
ignore	156528
ignore	162131
ignore	162567
ignore	162562
ignore	168482
ignore	219025
ignore	225941
ignore	225936
ignore	235070
ignore	226853
ignore	301500
ignore	314465
ignore	314761
ignore	321012
ignore	325988
ignore	325983
ignore	335408
ignore	340234
ignore	352733
hap	387358	+	F1MoA	1
ignore	452814
ignore	469068
ignore	495135
ignore	501308
ignore	501309
ignore	507849
ignore	507844
ignore	512277
ignore	512264
ignore	516622
ignore	536633
hap	572055	+	F1MoA	1
ignore	640377
